Index, Environment (-), Phenotype, Random Number Generator Seed (-),shootDryWeight (g),rootDryWeight (g),rootDryWeight;fineLaterals (g),rootDryWeight;laterals (g),rootDryWeight;majorAxes (g),rootLength (cm),rootLength;fineLaterals (cm),rootLength;laterals (cm),rootLength;majorAxes (cm),rootSurfaceArea (cm2),rootSurfaceArea;fineLaterals (cm2),rootSurfaceArea;laterals (cm2),rootSurfaceArea;majorAxes (cm2),rootWaterUptake (cm3),potentialTranspiration (cm3),potentialTranspiration (cm),potentialTranspiration_Rate (cm3/day),potentialEvaporation (cm/day),potentialEvaporation_Integral (cm),leafArea (cm2),leafAreaReductionCoefficient (-),photosynthesis (g),plantRespiration (g),shootRespiration (g),rootRespiration (g),rootCarbonCostOfExudates (g),rootCarbonCosts (g),rootPotentialCarbonSinkForGrowth (g),carbonAllocation2Roots (g),shootPotentialCarbonSinkForGrowth (g),carbonAllocation2Shoot (g),leafPotentialCarbonSinkForGrowth (g),carbonAllocation2Leafs (g),stemPotentialCarbonSinkForGrowth (g),carbonAllocation2Stems (g),carbonReserves (g),D90 (cm),RootLengthProfile_00-10 (cm3),RootLengthProfile_10-20 (cm3),RootLengthProfile_20-30 (cm3),RootLengthProfile_30-40 (cm3),RootLengthProfile_40-50 (cm3),RootLengthProfile_50-60 (cm3),RootLengthProfile_60-70 (cm3),RootLengthProfile_70-80 (cm3),RootLengthProfile_80-90 (cm3),RootLengthProfile_90-100 (cm3),RootLengthProfile_100-110 (cm3),RootLengthProfile_110-120 (cm3),RootLengthProfile_120-130 (cm3),RootLengthProfile_130-140 (cm3),RootLengthProfile_140-150 (cm3),RootDryWeightProfile_00-10 (cm3),RootDryWeightProfile_10-20 (cm3),RootDryWeightProfile_20-30 (cm3),RootDryWeightProfile_30-40 (cm3),RootDryWeightProfile_40-50 (cm3),RootDryWeightProfile_50-60 (cm3),RootDryWeightProfile_60-70 (cm3),RootDryWeightProfile_70-80 (cm3),RootDryWeightProfile_80-90 (cm3),RootDryWeightProfile_90-100 (cm3),RootDryWeightProfile_100-110 (cm3),RootDryWeightProfile_110-120 (cm3),RootDryWeightProfile_120-130 (cm3),RootDryWeightProfile_130-140 (cm3),RootDryWeightProfile_140-150 (cm3),RootRespirationProfile_00-10 (cm3),RootRespirationProfile_10-20 (cm3),RootRespirationProfile_20-30 (cm3),RootRespirationProfile_30-40 (cm3),RootRespirationProfile_40-50 (cm3),RootRespirationProfile_50-60 (cm3),RootRespirationProfile_60-70 (cm3),RootRespirationProfile_70-80 (cm3),RootRespirationProfile_80-90 (cm3),RootRespirationProfile_90-100 (cm3),RootRespirationProfile_100-110 (cm3),RootRespirationProfile_110-120 (cm3),RootRespirationProfile_120-130 (cm3),RootRespirationProfile_130-140 (cm3),RootRespirationProfile_140-150 (cm3),RootExudationProfile_00-10 (cm3),RootExudationProfile_10-20 (cm3),RootExudationProfile_20-30 (cm3),RootExudationProfile_30-40 (cm3),RootExudationProfile_40-50 (cm3),RootExudationProfile_50-60 (cm3),RootExudationProfile_60-70 (cm3),RootExudationProfile_70-80 (cm3),RootExudationProfile_80-90 (cm3),RootExudationProfile_90-100 (cm3),RootExudationProfile_100-110 (cm3),RootExudationProfile_110-120 (cm3),RootExudationProfile_120-130 (cm3),RootExudationProfile_130-140 (cm3),RootExudationProfile_140-150 (cm3),RootWaterUptakeProfile_00-10 (cm3),RootWaterUptakeProfile_10-20 (cm3),RootWaterUptakeProfile_20-30 (cm3),RootWaterUptakeProfile_30-40 (cm3),RootWaterUptakeProfile_40-50 (cm3),RootWaterUptakeProfile_50-60 (cm3),RootWaterUptakeProfile_60-70 (cm3),RootWaterUptakeProfile_70-80 (cm3),RootWaterUptakeProfile_80-90 (cm3),RootWaterUptakeProfile_90-100 (cm3),RootWaterUptakeProfile_100-110 (cm3),RootWaterUptakeProfile_110-120 (cm3),RootWaterUptakeProfile_120-130 (cm3),RootWaterUptakeProfile_130-140 (cm3),RootWaterUptakeProfile_140-150 (cm3),totalWaterInColumn (cm3),totalWaterInLayer1 (cm3),totalWaterInLayer2 (cm3),totalWaterInLayer3 (cm3),totalWaterInLayer4 (cm3),totalWaterInLayer5 (cm3),totalWaterInLayer6 (cm3),totalWaterInLayer7 (cm3),totalWaterInLayer8 (cm3),totalWaterInLayer9 (cm3),totalWaterInLayer10 (cm3),totalWaterInLayer11 (cm3),totalWaterInLayer12 (cm3),totalWaterInLayer13 (cm3),totalWaterInLayer14 (cm3),totalWaterInLayer15 (cm3),relativeWaterContentInTopLayer (cm3),bottomBoundaryFlux (cm3),topBoundaryFlux (cm3),totalWaterChangeInColumn (cm3)
0_3_2, Iowa Well Watered, Steeper Nodals,2,24.1090381,3.9935072,0,0.9322188,0.184078,9592.313751,0,7891.873972,357.9308667,1686.371782,0,991.7221317,93.05465157,6023.665999,5566.197125,0.0321567,1158.179199,0.41330188,26.36082138,3244.783926,0.80174618,40.2801394,9.04223691,7.69075309,1.35148381,0.58429982,0.5842997,1.66004554,1.66379283,10.84999766,10.83443755,4.60775184,4.61186914,6.23776622,6.23720257,17.22963484,-33.82929776,3269.022945,3106.533386,1782.429291,911.7276784,407.7566085,104.3373748,10.5064671,0,0,0,0,0,0,0,0,2.08153166,1.07380114,0.4313741,0.24011109,0.11822251,0.04299212,0.00547458,0,0,0,0,0,0,0,0,0.6790868,0.35670637,0.17443696,0.0863721,0.039071,0.0142323,0.00179151,0,0,0,0,0,0,0,0,0.19961262,0.20356014,0.11135575,0.04804934,0.01703445,0.00425802,0.00043901,0,0,0,0,0,0,0,0,1980.255764,1966.706,1076.966784,485.3790933,180.8685548,50.09586342,4.12133785,0,0,0,0,0,0,0,0,51661.33939,3475.169847,3570.662984,3850.702282,3787.356202,3706.147503,3716.457024,3718.689089,3580.746284,3323.393176,3107.84116,3090.10041,3105.65742,3111.000903,3106.42965,3410.985452,0.61592542,-1247.854891,5574.11381,-1949.240519
0_3_3, Iowa Well Watered, Steeper Nodals,3,23.80804484,4.02187956,0,0.95884827,0.17926033,9887.657159,0,8117.310776,349.2112227,1722.439412,0,1020.051356,90.67891096,6005.235554,5537.983273,0.03173601,1170.337857,0.41192314,26.39482449,3203.038413,0.7927115,40.01388023,8.95010218,7.58563334,1.36446884,0.59414113,0.59413962,1.66439549,1.6710841,10.71455429,10.69753211,4.55124974,4.55417585,6.16001896,6.15944619,17.11199121,-32.27211543,3311.023281,3369.476838,1911.137983,888.3373353,341.9610418,62.87788567,2.84279407,0,0,0,0,0,0,0,0,2.105826,1.06366521,0.4537781,0.25555147,0.1111694,0.03055717,0.00133221,0,0,0,0,0,0,0,0,0.68346958,0.3670635,0.18218499,0.0862548,0.03443641,0.01091988,0.00035945,0,0,0,0,0,0,0,0,0.20419554,0.21426092,0.1144252,0.04485349,0.0132588,0.00306076,9.64E-05,0,0,0,0,0,0,0,0,2034.198719,1995.643764,1055.695391,451.5301981,145.5778643,35.50879967,0.74197807,0,0,0,0,0,0,0,0,51738.55508,3482.989822,3576.507274,3856.131695,3793.350101,3712.558263,3723.734128,3726.113539,3587.880283,3329.691191,3112.717699,3093.825563,3108.638902,3113.381823,3108.31963,3412.71517,0.61784836,-1248.570841,5573.329086,-1872.024821
0_3_4, Iowa Well Watered, Steeper Nodals,4,24.1200828,4.22123608,0,0.99145101,0.18569953,10248.41506,0,8393.315414,361.2222678,1784.521885,0,1054.735122,93.89547448,5968.76835,5567.250428,0.03234705,1173.50429,0.41230726,26.35347581,3264.510558,0.80601558,40.23934285,9.14583302,7.72670054,1.41913249,0.60973614,0.60973599,1.72147667,1.72553285,10.85501863,10.83551186,4.60805338,4.61341264,6.24122351,6.24062917,16.82129312,-33.89032301,3370.708976,3502.017811,1873.191763,971.7205335,422.8531629,97.15906108,10.76375254,0,0,0,0,0,0,0,0,2.10826228,1.22406846,0.45035832,0.27280591,0.11626677,0.04420001,0.00527433,0,0,0,0,0,0,0,0,0.69701022,0.39136723,0.18391182,0.09241734,0.03783784,0.01529319,0.00154335,0,0,0,0,0,0,0,0,0.20428464,0.21918575,0.11432502,0.05063962,0.01667339,0.00423419,0.00040384,0,0,0,0,0,0,0,0,1856.251695,1990.529664,1104.101322,499.5569415,174.3487234,50.6486339,3.37067053,0,0,0,0,0,0,0,0,51586.6468,3462.914597,3561.828509,3843.60317,3780.731054,3700.268744,3710.508926,3712.608417,3574.840025,3318.266598,3104.11321,3087.537387,3103.844846,3109.737868,3105.563576,3410.279876,0.61290928,-1247.946672,5591.299805,-2023.933101
0_4_0, Iowa Well Watered, Lower Lateral Branching Density,0,22.94907261,3.78519158,0,0.59143123,0.1994734,6928.849095,0,5006.872569,388.3916933,1372.944369,0,629.1821632,100.9468844,5739.149238,5231.703653,0.0308926,1041.95456,0.4028102,26.41825402,3122.887983,0.77536448,38.75185238,8.73951518,7.42445188,1.3150633,0.44326494,0.44326486,1.48638833,1.50599746,10.3281411,10.29312152,4.37331626,4.39041,5.93733755,5.93666904,16.77692662,-35.75950459,2269.773005,2247.105534,1275.321969,643.2807213,333.8765016,126.1508706,33.34049372,0,0,0,0,0,0,0,0,2.10785533,0.90546597,0.37445003,0.21503287,0.1147517,0.05026446,0.01737123,0,0,0,0,0,0,0,0,0.68836961,0.32250865,0.15870504,0.08219212,0.04031232,0.01819529,0.0050571,0,0,0,0,0,0,0,0,0.15311163,0.15242909,0.07944643,0.03628398,0.0153275,0.00540989,0.00126937,0,0,0,0,0,0,0,0,2073.512926,1714.226936,911.934552,458.9719876,205.1389235,72.46611712,15.07034508,0,0,0,0,0,0,0,0,52073.97214,3568.446089,3635.992876,3897.484349,3825.607902,3736.035203,3742.833689,3743.540621,3604.139162,3343.492,3122.463906,3100.257162,3112.988989,3116.276838,3110.213063,3414.200289,0.63876493,-1248.840051,5530.274787,-1536.607767
0_4_1, Iowa Well Watered, Lower Lateral Branching Density,1,24.16197719,3.94741179,0,0.60026848,0.20159367,7081.228889,0,5081.685905,392.3548001,1414.740956,0,638.5834843,102.0065048,5804.940731,5307.680123,0.03246748,1242.074483,0.40672833,26.31033314,3279.929521,0.80935211,39.2431723,9.16798929,7.80792996,1.36005933,0.45427473,0.45427445,1.55958727,1.56884113,10.87378701,10.84661588,4.58889611,4.62107405,6.25238615,6.25181306,16.27176851,-35.6468919,2419.566264,2216.469251,1273.822983,652.0985288,347.8646602,140.1334839,31.27371862,0,0,0,0,0,0,0,0,2.27645691,0.88552479,0.38482201,0.20765815,0.11392663,0.06267358,0.0163497,0,0,0,0,0,0,0,0,0.73057394,0.31862748,0.16173321,0.08071226,0.04290521,0.02157043,0.00422068,0,0,0,0,0,0,0,0,0.15879456,0.15209309,0.08304434,0.0373366,0.0160056,0.00596177,0.00105124,0,0,0,0,0,0,0,0,2131.872896,1691.378226,927.1330676,457.1192059,213.1446462,81.23149827,11.99335357,0,0,0,0,0,0,0,0,51966.39855,3538.911642,3615.778265,3883.916247,3815.025713,3727.978106,3735.982205,3737.652942,3599.216693,3339.77765,3120.183499,3099.02949,3112.379038,3116.049999,3110.210968,3414.306094,0.63155012,-1249.092218,5491.910387,-1644.181353
0_4_2, Iowa Well Watered, Lower Lateral Branching Density,2,24.24486987,3.95511796,0,0.60573967,0.20379424,7057.065323,0,5128.003358,396.4273494,1417.503637,0,644.4039071,103.1025422,5803.636849,5287.42347,0.03262565,1060.479847,0.40698708,26.29883683,3295.707333,0.81276689,39.23863476,9.19321433,7.83309372,1.36012061,0.44611766,0.44611728,1.56215542,1.56944888,10.91108488,10.88361825,4.60366207,4.63684335,6.2739148,6.2733458,16.2026466,-35.50744083,2404.380821,2211.86645,1291.346026,649.4125544,326.7482577,138.2613189,35.04989557,0,0,0,0,0,0,0,0,2.25371994,0.91553263,0.39112331,0.20436023,0.11489012,0.05725839,0.01823333,0,0,0,0,0,0,0,0,0.72741184,0.32372567,0.16247451,0.07847732,0.04236855,0.02069754,0.00524065,0,0,0,0,0,0,0,0,0.15704529,0.14700146,0.08257896,0.03665811,0.0155184,0.00600653,0.0013209,0,0,0,0,0,0,0,0,2144.340768,1675.247302,927.8929857,455.8548176,211.8557725,82.00809094,15.61437219,0,0,0,0,0,0,0,0,51968.71102,3542.279217,3617.995323,3885.092213,3815.664262,3728.146925,3735.644801,3736.910926,3598.270891,3338.853398,3119.466742,3098.510978,3111.992657,3115.763212,3109.998552,3414.120924,0.63237428,-1249.032643,5494.26885,-1641.868883
0_4_3, Iowa Well Watered, Lower Lateral Branching Density,3,22.9626276,3.87453827,0,0.60580619,0.19723392,7071.733814,0,5128.566433,384.3094639,1398.745196,0,644.4746652,99.83920764,5739.163129,5257.129291,0.03087514,1065.741943,0.40304522,26.41908903,3120.974461,0.77495042,38.72125637,8.75230301,7.41643143,1.33587158,0.45393827,0.45393622,1.52723197,1.54505658,10.33422586,10.30013623,4.37559175,4.39286896,5.94096919,5.94030966,16.67419965,-34.50171364,2433.623805,2240.24749,1307.831185,653.7054753,320.2192952,102.8817394,13.22482432,0,0,0,0,0,0,0,0,2.19446065,0.92584133,0.37903909,0.20672467,0.10997796,0.05157688,0.0069177,0,0,0,0,0,0,0,0,0.71762754,0.32305696,0.15845521,0.07890744,0.03889592,0.01777135,0.00143334,0,0,0,0,0,0,0,0,0.16583753,0.15224536,0.08134364,0.03564498,0.01387984,0.00464746,0.00035156,0,0,0,0,0,0,0,0,2181.877047,1687.298629,896.7961698,432.0229273,186.4375527,62.53606427,3.74108422,0,0,0,0,0,0,0,0,52083.09556,3562.629457,3632.368142,3896.018364,3825.496996,3737.004029,3744.803651,3746.015847,3606.760444,3346.00283,3124.641556,3102.142877,3114.661867,3117.727935,3111.444866,3415.376702,0.63733931,-1249.471862,5536.468948,-1527.484341
0_4_4, Iowa Well Watered, Lower Lateral Branching Density,4,23.91520565,3.95761903,0,0.58735065,0.20137073,6886.703748,0,4972.327583,391.5905174,1395.186218,0,624.8411123,101.8552778,5782.231389,5274.636289,0.03222135,1053.985551,0.40551793,26.32131318,3255.690578,0.80410624,39.11903278,9.09022666,7.7413548,1.34887186,0.43868803,0.43868774,1.57559893,1.58316881,10.76279559,10.73496369,4.54483023,4.57407288,6.18837169,6.18776694,16.28160564,-35.25196691,2388.185155,2154.967623,1259.64498,614.6516464,339.256512,109.8338718,20.16395929,0,0,0,0,0,0,0,0,2.29128441,0.91033054,0.37900672,0.19973487,0.11353053,0.05288179,0.01085016,0,0,0,0,0,0,0,0,0.73567563,0.31873581,0.1557975,0.07717476,0.04047664,0.01883537,0.00245039,0,0,0,0,0,0,0,0,0.16099566,0.1436415,0.07909882,0.03439161,0.01496997,0.00503567,0.00056645,0,0,0,0,0,0,0,0,2179.113642,1675.845699,912.889369,442.4026743,200.9904645,70.41125426,6.25102269,0,0,0,0,0,0,0,0,52013.44965,3547.962103,3622.284872,3888.976274,3819.473708,3731.670153,3739.445612,3740.845832,3602.038125,3342.118442,3121.954528,3100.388261,3113.478262,3116.936235,3110.919688,3414.957551,0.63375701,-1249.318397,5511.401503,-1597.130258
0_5_0, Iowa Well Watered, More Aerenchyma,0,24.76573404,4.26451775,0,1.00448748,0.18627754,10308.8033,0,8503.678031,361.9205998,1802.910496,0,1068.603697,94.13999104,6197.98015,5667.600379,0.03299877,1185.460889,0.41725152,26.35491111,3327.559036,0.8196609,40.80306891,8.98131586,7.85640979,1.12490607,0.62702625,0.62702625,1.80768663,1.80496426,11.14546729,11.13481528,4.73075826,4.73601024,6.40910659,6.40857443,17.30514254,-31.17577463,3882.879701,3377.431089,1867.95783,813.6501789,301.8294497,62.91375601,2.14129569,0,0,0,0,0,0,0,0,2.43047267,1.05328702,0.4390285,0.21192017,0.09781644,0.03085078,0.00114217,0,0,0,0,0,0,0,0,0.64348338,0.26633967,0.12321708,0.05769262,0.02558381,0.00853789,0.00028894,0,0,0,0,0,0,0,0,0.24799142,0.21565707,0.10813438,0.04049751,0.01201717,0.00266463,7.39E-05,0,0,0,0,0,0,0,0,2468.356947,1943.497607,937.4368059,388.380148,128.7648204,28.47466587,0.58103144,0,0,0,0,0,0,0,0,51635.02178,3447.283389,3553.789274,3843.706279,3785.217287,3706.685126,3718.395556,3721.114236,3583.543839,3326.520022,3111.028302,3093.221922,3108.648689,3113.729003,3108.824342,3413.314515,0.60894905,-1249.081514,5597.772843,-1975.558123
0_5_1, Iowa Well Watered, More Aerenchyma,1,24.82988479,4.14463634,0,0.99785029,0.18927131,10241.3268,0,8447.48969,367.4358348,1778.241923,0,1061.542862,95.62740038,6187.880553,5684.361748,0.03307543,1176.683548,0.41771429,26.35103039,3335.054831,0.82128313,40.92357097,8.97492416,7.87729588,1.09762828,0.62539708,0.62539681,1.74789435,1.74841257,11.17432182,11.16080132,4.74305376,4.7484095,6.42556726,6.42504313,17.41993648,-31.23289126,3969.703641,3336.326787,1768.399505,777.9690546,322.7701825,64.05597847,2.10165301,0,0,0,0,0,0,0,0,2.43806018,0.9532976,0.41681891,0.20837296,0.09389371,0.03300286,0.0011901,0,0,0,0,0,0,0,0,0.63619777,0.25247554,0.11894079,0.05619302,0.02412636,0.00976744,0.00015242,0,0,0,0,0,0,0,0,0.25426112,0.21237628,0.10361453,0.04020737,0.01196011,0.00295381,3.36E-05,0,0,0,0,0,0,0,0,2498.249018,1924.304389,926.5019936,382.7135818,126.8793319,30.98463527,0.2636732,0,0,0,0,0,0,0,0,51647.57292,3449.059718,3555.257492,3845.101463,3786.445851,3707.680221,3719.317944,3722.009636,3584.419206,3327.308652,3111.643659,3093.691395,3109.022861,3114.026416,3109.059403,3413.529007,0.60938277,-1249.169473,5592.832162,-1963.006981
0_5_2, Iowa Well Watered, More Aerenchyma,2,24.79712941,4.28753123,0,1.00750061,0.18953514,10293.46466,0,8529.186297,367.8451606,1806.881497,0,1071.80916,95.7500118,6199.634195,5674.14858,0.03298636,1185.161469,0.41855094,26.38085511,3325.605425,0.8192381,40.87581143,8.97750929,7.84688051,1.13062878,0.62665538,0.62665511,1.82303098,1.81894735,11.15953191,11.15067462,4.73680773,4.74227436,6.41693279,6.4164382,17.30693358,-31.56578198,3914.87042,3328.153603,1821.482003,832.2605565,333.5185287,62.42193272,0.7576118,0,0,0,0,0,0,0,0,2.44737543,1.04876808,0.43806506,0.21946694,0.10141987,0.03203173,0.00040411,0,0,0,0,0,0,0,0,0.64675415,0.26582203,0.12473467,0.05814936,0.02625576,0.0090697,7.81E-05,0,0,0,0,0,0,0,0,0.25393619,0.20839317,0.10665451,0.04186222,0.01294372,0.00285726,1.76E-05,0,0,0,0,0,0,0,0,2520.437431,1885.856554,941.9080469,389.288213,133.0969324,30.31208326,0.1271345,0,0,0,0,0,0,0,0,51624.98969,3445.590788,3552.571807,3842.608339,3784.108091,3705.740874,3717.596734,3720.42337,3582.929482,3326.005202,3110.64728,3092.939076,3108.423768,3113.547907,3108.678201,3413.17877,0.60852694,-1249.012006,5594.677017,-1985.590214
0_5_3, Iowa Well Watered, More Aerenchyma,3,24.47864402,4.22753024,0,0.99617757,0.18342578,10256.02012,0,8433.328993,356.5615359,1787.894812,0,1059.763376,92.71114141,6134.770446,5623.419668,0.03262197,1183.837372,0.41534595,26.36979228,3290.581309,0.81165801,40.52205197,8.88435848,7.77382045,1.11053803,0.6125152,0.6125136,1.78656682,1.78595849,11.01630707,11.00357627,4.67421646,4.68136588,6.33458003,6.33402788,17.28382159,-30.00820981,4048.135407,3423.945808,1737.18035,747.7413477,259.1163061,39.90090383,0,0,0,0,0,0,0,0,0,2.47272457,1.0237821,0.42007548,0.20536967,0.08639696,0.01918146,0,0,0,0,0,0,0,0,0,0.65019104,0.26169352,0.11695174,0.05427578,0.02181033,0.00584798,0,0,0,0,0,0,0,0,0,0.25785685,0.20963169,0.09674822,0.03643896,0.00984694,0.00200243,0,0,0,0,0,0,0,0,0,2601.536671,1885.954481,865.086567,353.4405969,106.8166886,20.78975386,0,0,0,0,0,0,0,0,0,51717.88096,3457.459405,3561.616012,3851.177043,3792.881338,3713.888232,3725.73491,3728.301594,3590.315449,3332.38964,3115.465742,3096.522255,3111.229709,3115.750617,3110.403722,3414.745289,0.61145449,-1249.672886,5599.32008,-1892.698947
0_5_4, Iowa Well Watered, More Aerenchyma,4,24.83778168,4.15379022,0,1.02167859,0.1895981,10463.33984,0,8649.212665,367.8612578,1804.548941,0,1086.892119,95.76968576,6215.124889,5687.039009,0.03306018,1181.440773,0.41860123,26.37925178,3333.028021,0.82084451,40.93377473,8.96420528,7.86241288,1.1017924,0.64097454,0.64097425,1.76427264,1.76236956,11.17783211,11.16799849,4.74467442,4.74983958,6.42766487,6.42716664,17.41453424,-31.52230961,3909.07469,3495.763028,1820.070289,868.525349,308.5008815,61.40559854,0,0,0,0,0,0,0,0,0,2.40832173,0.98000873,0.41560806,0.22429974,0.09380841,0.03174356,0,0,0,0,0,0,0,0,0,0.62957457,0.25984855,0.12004286,0.05927773,0.02455333,0.00871089,0,0,0,0,0,0,0,0,0,0.25315766,0.22278265,0.10750866,0.0433331,0.01154476,0.00265728,0,0,0,0,0,0,0,0,0,2491.139098,1949.742021,935.277716,388.6481912,121.838485,26.88110302,0,0,0,0,0,0,0,0,0,51622.87896,3444.183306,3551.695691,3842.122808,3783.768035,3705.61963,3717.608108,3720.438179,3582.9478,3326.061151,3110.759834,3093.098223,3108.6094,3113.739502,3108.861414,3413.365878,0.60817405,-1249.138874,5599.352085,-1987.700944
0_6_0, Iowa Well Watered, Few + Steep N,0,22.91607222,2.72153513,0,0.83673348,0.14195605,9044.816675,0,7083.524991,283.7116234,1394.600344,0,890.1420029,72.51642527,5594.649503,5098.156228,0.03086984,1027.416577,0.39728042,26.37803444,3123.648891,0.77552909,37.75663331,8.4500805,7.42712365,1.02295686,0.58862688,0.58862637,0.91192201,0.95093076,10.31312804,10.26211808,4.34674979,4.38295832,5.92987368,5.92926113,16.66497575,-39.55037776,2514.913479,2799.744998,1881.879629,910.0234189,516.3710665,281.1517168,123.4716519,17.26071538,0,0,0,0,0,0,0,1.15647596,0.75891766,0.36361112,0.20662038,0.11480681,0.07006821,0.04163443,0.00940055,0,0,0,0,0,0,0,0.41538842,0.27408862,0.16870889,0.08235231,0.04277847,0.02474294,0.01215658,0.00293663,0,0,0,0,0,0,0,0.16610564,0.19503061,0.13167379,0.05473882,0.02499659,0.01142494,0.00397728,0.00069376,0,0,0,0,0,0,0,1598.459074,1704.752915,1064.583712,522.8284609,258.9144156,115.8023869,42.06611033,7.61349234,0,0,0,0,0,0,0,52153.97036,3613.580058,3664.466282,3910.756469,3831.601507,3737.685714,3741.84388,3741.696051,3602.304681,3341.885118,3120.97768,3098.760018,3111.503111,3114.897182,3108.995601,3413.017007,0.64977877,-1248.825807,5484.642966,-1456.609547
0_6_1, Iowa Well Watered, Few + Steep N,1,23.35397833,2.75026826,0,0.85521915,0.1458419,9327.531365,0,7240.01886,291.27219,1426.917128,0,909.8076024,74.49296203,5626.430698,5144.378781,0.03143665,1036.843331,0.39907786,26.32941238,3179.985144,0.78772166,37.99950235,8.60585223,7.56292794,1.04292429,0.6121621,0.61216184,0.91845426,0.9581913,10.51014277,10.45849756,4.42724768,4.46634796,6.04351574,6.04293051,16.62317869,-40.18148744,2702.047365,2757.737697,1918.43504,929.4783219,511.4427337,342.0869581,142.4414489,23.86180066,0,0,0,0,0,0,0,1.17372026,0.74690765,0.36349035,0.20943083,0.12019043,0.07676272,0.04757528,0.01219073,0,0,0,0,0,0,0,0.422428,0.27236854,0.17053419,0.08716969,0.04438512,0.0274993,0.0150251,0.0037108,0,0,0,0,0,0,0,0.17864511,0.19324452,0.13572419,0.05860393,0.02600469,0.01400824,0.00499756,0.00094824,0,0,0,0,0,0,0,1574.574678,1687.103724,1073.915315,542.4084158,271.7143486,136.7330511,53.68422098,10.10175645,0,0,0,0,0,0,0,52094.50928,3605.847189,3658.893683,3906.247919,3827.206762,3733.310406,3736.747675,3736.264417,3597.038656,3337.297507,3117.474724,3096.107489,3109.392254,3113.217588,3107.664344,3411.798671,0.64791221,-1248.337424,5464.431927,-1516.07062
0_6_2, Iowa Well Watered, Few + Steep N,2,23.26334982,2.79111383,0,0.86546484,0.14508485,9566.308857,0,7326.755728,289.945339,1453.491939,0,920.7072788,74.12547996,5627.518276,5131.180478,0.03131151,1048.525859,0.3992513,26.34597244,3167.218978,0.78495878,38.09525219,8.587334,7.52540233,1.06193167,0.63689059,0.63689023,0.93762479,0.97811942,10.46941382,10.41695983,4.41511784,4.44871632,6.02039549,6.01977903,16.62776002,-40.06487362,2768.446038,2855.380892,1947.354571,954.3194888,508.4927515,338.2152626,158.7782978,30.44575767,4.87579755,0,0,0,0,0,0,1.18037745,0.76818432,0.37379114,0.21078193,0.11695748,0.07784079,0.04536726,0.01503805,0.0027754,0,0,0,0,0,0,0.42627595,0.2792239,0.17602452,0.08734467,0.04498297,0.02766498,0.0149711,0.00517117,0.00047865,0,0,0,0,0,0,0.18588971,0.2039745,0.13881839,0.05952531,0.02732316,0.01433335,0.0056352,0.00130879,9.86E-05,0,0,0,0,0,0,1572.596759,1676.644237,1070.588799,542.7026615,276.0865039,137.1981882,59.27039144,13.98583046,0.86573459,0,0,0,0,0,0,52087.38443,3604.932002,3658.360238,3906.06374,3827.126878,3733.18621,3736.476316,3735.830934,3596.414238,3336.571113,3116.807106,3095.503467,3108.828867,3112.70702,3107.215529,3411.360772,0.64768811,-1248.170271,5462.549833,-1523.195473
0_6_3, Iowa Well Watered, Few + Steep N,3,23.7530853,2.92571625,0,0.87196737,0.14122682,9686.529335,0,7381.804122,282.5364493,1478.68428,0,927.624864,72.17395756,5641.241683,5144.98927,0.031998,1066.029373,0.39853497,26.24171745,3237.058958,0.80007392,38.14591613,8.79318318,7.70714996,1.08603322,0.63366427,0.63366251,0.99137262,1.03095979,10.68972668,10.63602722,4.49749344,4.54173522,6.14772548,6.14713987,16.12259528,-39.02816632,2830.018757,2955.144031,1938.164621,976.2051469,520.1105974,327.3199197,113.5639468,25.38510636,0.61720934,0,0,0,0,0,0,1.2828619,0.80740802,0.37036025,0.2142357,0.11913423,0.07694487,0.04085969,0.01354249,0.00036909,0,0,0,0,0,0,0.44908673,0.28704716,0.17290728,0.08709477,0.0459682,0.02626278,0.01426095,0.00359769,1.27E-05,0,0,0,0,0,0,0.18436278,0.20898976,0.13566582,0.05953479,0.02731846,0.01265825,0.00429868,0.00084938,1.42E-06,0,0,0,0,0,0,1572.671567,1728.17887,1055.851128,538.5545557,269.8180354,128.6178676,49.95675931,8.50091081,0.00970281,0,0,0,0,0,0,52072.10264,3595.770859,3652.019762,3901.905996,3824.158323,3731.448394,3735.890842,3736.063019,3597.108925,3337.578417,3118.001073,3096.824114,3110.211073,3114.053329,3108.459309,3412.609202,0.64547331,-1249.060753,5454.220874,-1538.477267
